RegionID,State,County,City,ZipCode
58196,MA,Hampden County,Agawam,1001
58197,MA,Hampshire County,Amherst,1002
58200,MA,Worcester County,Barre,1005
58201,MA,Hampshire County,Belchertown,1007
58202,MA,Hampden County,Blandford,1008
58204,MA,Hampden County,Brimfield,1010
58205,MA,Hampden County,Chester,1011
58206,MA,Hampshire County,Chesterfield,1012
58207,MA,Hampden County,Chicopee,1013
58209,MA,Hampden County,Chicopee,1020
58211,MA,Hampden County,Chicopee,1022
58212,MA,Hampshire County,Cummington,1026
58213,MA,Hampshire County,Easthampton,1027
58214,MA,Hampden County,East Longmeadow,1028
58216,MA,Hampden County,Agawam,1030
58217,MA,Worcester County,Hardwick,1031
58218,MA,Hampshire County,Goshen,1032
58219,MA,Hampshire County,Granby,1033
58220,MA,Hampden County,Granville,1034
58221,MA,Hampshire County,Hadley,1035
58222,MA,Hampden County,Hampden,1036
58223,MA,Worcester County,Hardwick,1037
58224,MA,Hampshire County,Hatfield,1038
58226,MA,Hampden County,Holyoke,1040
58228,MA,Hampshire County,Huntington,1050
58229,MA,Hampshire County,Northampton,1053
58230,MA,Franklin County,Leverett,1054
58231,MA,Hampden County,Ludlow,1056
58232,MA,Hampden County,Monson,1057
58234,MA,Hampshire County,Northampton,1060
58236,MA,Hampshire County,Northampton,1062
58239,MA,Worcester County,Oakham,1068
58240,MA,Hampden County,Palmer,1069
58241,MA,Hampshire County,Plainfield,1070
58242,MA,Hampden County,Russell,1071
58243,MA,Franklin County,Shutesbury,1072
58244,MA,Hampshire County,Southampton,1073
58246,MA,Hampshire County,South Hadley,1075
58247,MA,Hampden County,Southwick,1077
58249,MA,Hampden County,Palmer,1080
58250,MA,Hampden County,Wales,1081
58251,MA,Hampshire County,Ware,1082
58252,MA,Worcester County,Warren,1083
58254,MA,Hampden County,Westfield,1085
58257,MA,Hampden County,West Springfield,1089
58260,MA,Franklin County,Whately,1093
58262,MA,Hampden County,Wilbraham,1095
58263,MA,Hampshire County,Williamsburg,1096
58265,MA,Hampshire County,Worthington,1098
58268,MA,Hampden County,Springfield,1103
58269,MA,Hampden County,Springfield,1104
58270,MA,Hampden County,Springfield,1105
58271,MA,Hampden County,Longmeadow,1106
58272,MA,Hampden County,Springfield,1107
58273,MA,Hampden County,Springfield,1108
58274,MA,Hampden County,Springfield,1109
58279,MA,Hampden County,Springfield,1118
58280,MA,Hampden County,Springfield,1119
58281,MA,Hampden County,Springfield,1128
58282,MA,Hampden County,Springfield,1129
58287,MA,Hampden County,Springfield,1151
58291,MA,Berkshire County,Pittsfield,1201
58294,MA,Berkshire County,Adams,1220
58295,MA,Berkshire County,Sheffield,1222
58296,MA,Berkshire County,Becket,1223
58298,MA,Berkshire County,Cheshire,1225
58299,MA,Berkshire County,Dalton,1226
58302,MA,Berkshire County,Great Barrington,1230
58303,MA,Berkshire County,Hinsdale,1235
58305,MA,Berkshire County,Lanesboro,1237
58306,MA,Berkshire County,Lee,1238
58307,MA,Berkshire County,Lenox,1240
58311,MA,Berkshire County,Monterey,1245
58312,MA,Berkshire County,North Adams,1247
58314,MA,Berkshire County,Otis,1253
58315,MA,Berkshire County,Richmond,1254
58316,MA,Berkshire County,Sandisfield,1255
58317,MA,Berkshire County,Savoy,1256
58318,MA,Berkshire County,Sheffield,1257
58319,MA,Berkshire County,Mount Washington,1258
58320,MA,Berkshire County,New Marlborough,1259
58322,MA,Berkshire County,Stockbridge,1262
58324,MA,Berkshire County,Tyringham,1264
58325,MA,Berkshire County,West Stockbridge,1266
58326,MA,Berkshire County,Williamstown,1267
58327,MA,Berkshire County,Windsor,1270
58328,MA,Franklin County,Greenfield,1301
58330,MA,Franklin County,Ashfield,1330
58331,MA,Worcester County,Athol,1331
58332,MA,Franklin County,Bernardston,1337
58334,MA,Franklin County,Hawley,1339
58335,MA,Franklin County,Colrain,1340
58336,MA,Franklin County,Conway,1341
58337,MA,Franklin County,Deerfield,1342
58339,MA,Franklin County,Erving,1344
58340,MA,Franklin County,Heath,1346
58342,MA,Franklin County,,1349
58344,MA,Franklin County,Montague,1351
58345,MA,Franklin County,Gill,1354
58346,MA,Franklin County,New Salem,1355
58347,MA,Franklin County,Northfield,1360
58348,MA,Franklin County,Orange,1364
58349,MA,Worcester County,Petersham,1366
58350,MA,Franklin County,Rowe,1367
58351,MA,Worcester County,Royalston,1368
58352,MA,Franklin County,Shelburne,1370
58353,MA,Franklin County,South Deerfield,1373
58354,MA,Franklin County,Sunderland,1375
58355,MA,Franklin County,Turners Falls,1376
58356,MA,Franklin County,Warwick,1378
58357,MA,Franklin County,Wendell,1379
58359,MA,Worcester County,Fitchburg,1420
58360,MA,Worcester County,Ashburnham,1430
58361,MA,Middlesex County,Ashby,1431
58362,MA,Middlesex County,Ayer,1432
58363,MA,Worcester County,Devens,1434
58364,MA,Worcester County,Baldwinville,1436
58366,MA,Worcester County,Gardner,1440
58368,MA,Middlesex County,Groton,1450
58369,MA,Worcester County,Harvard,1451
58370,MA,Worcester County,Hubbardston,1452
58371,MA,Worcester County,Leominster,1453
58372,MA,Middlesex County,Littleton,1460
58373,MA,Worcester County,Lunenburg,1462
58374,MA,Middlesex County,Pepperell,1463
58375,MA,Middlesex County,Shirley,1464
58377,MA,Worcester County,Templeton,1468
58378,MA,Middlesex County,Townsend,1469
58382,MA,Worcester County,Westminster,1473
58383,MA,Middlesex County,Townsend,1474
58384,MA,Worcester County,Winchendon,1475
58386,MA,Worcester County,Auburn,1501
58387,MA,Worcester County,Berlin,1503
58388,MA,Worcester County,Blackstone,1504
58389,MA,Worcester County,Boylston,1505
58390,MA,Worcester County,Brookfield,1506
58391,MA,Worcester County,Charlton,1507
58394,MA,Worcester County,Clinton,1510
58395,MA,Worcester County,East Brookfield,1515
58396,MA,Worcester County,Douglas,1516
58398,MA,Worcester County,Sturbridge,1518
58399,MA,Worcester County,Grafton,1519
58400,MA,Worcester County,Holden,1520
58401,MA,Hampden County,Holland,1521
58402,MA,Worcester County,Holden,1522
58403,MA,Worcester County,Lancaster,1523
58404,MA,Worcester County,Leicester,1524
58407,MA,Worcester County,Millbury,1527
58408,MA,Worcester County,Millville,1529
58409,MA,Worcester County,New Braintree,1531
58410,MA,Worcester County,Northborough,1532
58411,MA,Worcester County,Northbridge,1534
58412,MA,Worcester County,North Brookfield,1535
58413,MA,Worcester County,Grafton,1536
58416,MA,Worcester County,Oxford,1540
58417,MA,Worcester County,Princeton,1541
58419,MA,Worcester County,Rutland,1543
58420,MA,Worcester County,Shrewsbury,1545
58422,MA,Worcester County,Southbridge,1550
58423,MA,Worcester County,Grafton,1560
58425,MA,Worcester County,Spencer,1562
58426,MA,Worcester County,Sterling,1564
58427,MA,Worcester County,Sturbridge,1566
58428,MA,Worcester County,Upton,1568
58429,MA,Worcester County,Uxbridge,1569
58430,MA,Worcester County,Webster,1570
58431,MA,Worcester County,Dudley,1571
58433,MA,Worcester County,Westborough,1581
58435,MA,Worcester County,West Boylston,1583
58436,MA,Worcester County,Warren,1585
58438,MA,Worcester County,Northbridge,1588
58439,MA,Worcester County,Sutton,1590
58441,MA,Worcester County,Worcester,1602
58442,MA,Worcester County,Worcester,1603
58443,MA,Worcester County,Worcester,1604
58444,MA,Worcester County,Worcester,1605
58445,MA,Worcester County,Worcester,1606
58446,MA,Worcester County,Worcester,1607
58447,MA,Worcester County,Worcester,1608
58448,MA,Worcester County,Worcester,1609
58449,MA,Worcester County,Worcester,1610
58450,MA,Worcester County,Leicester,1611
58451,MA,Worcester County,Paxton,1612
58458,MA,Middlesex County,Framingham,1701
58459,MA,Middlesex County,Framingham,1702
58463,MA,Middlesex County,Acton,1718
58464,MA,Middlesex County,Boxboro,1719
58465,MA,Middlesex County,Acton,1720
58466,MA,Middlesex County,Ashland,1721
58467,MA,Middlesex County,Bedford,1730
58469,MA,Worcester County,Bolton,1740
58470,MA,Middlesex County,Carlisle,1741
58471,MA,Middlesex County,Concord,1742
58473,MA,Middlesex County,Holliston,1746
58474,MA,Worcester County,Hopedale,1747
58475,MA,Middlesex County,Hopkinton,1748
58476,MA,Middlesex County,Hudson,1749
58477,MA,Middlesex County,Marlborough,1752
58478,MA,Middlesex County,Maynard,1754
58479,MA,Worcester County,Mendon,1756
58480,MA,Worcester County,Milford,1757
58481,MA,Middlesex County,Natick,1760
58482,MA,Middlesex County,Sherborn,1770
58483,MA,Worcester County,Southborough,1772
58484,MA,Middlesex County,Lincoln,1773
58485,MA,Middlesex County,Stow,1775
58486,MA,Middlesex County,Sudbury,1776
58487,MA,Middlesex County,Wayland,1778
58489,MA,Middlesex County,Woburn,1801
58490,MA,Middlesex County,Burlington,1803
58495,MA,Essex County,Andover,1810
58499,MA,Middlesex County,Billerica,1821
58501,MA,Middlesex County,Chelmsford,1824
58502,MA,Middlesex County,Dracut,1826
58503,MA,Middlesex County,Dunstable,1827
58504,MA,Essex County,Haverhill,1830
58506,MA,Essex County,Haverhill,1832
58507,MA,Essex County,Georgetown,1833
58508,MA,Essex County,Groveland,1834
58509,MA,Essex County,Haverhill,1835
58511,MA,Essex County,Lawrence,1841
58513,MA,Essex County,Lawrence,1843
58514,MA,Essex County,Methuen,1844
58515,MA,Essex County,North Andover,1845
58516,MA,Middlesex County,Lowell,1850
58517,MA,Middlesex County,Lowell,1851
58518,MA,Middlesex County,Lowell,1852
58520,MA,Middlesex County,Lowell,1854
58521,MA,Essex County,Merrimac,1860
58522,MA,Middlesex County,Billerica,1862
58523,MA,Middlesex County,Chelmsford,1863
58527,MA,Middlesex County,Reading,1867
58528,MA,Middlesex County,Tewksbury,1876
58529,MA,Middlesex County,Tyngsboro,1879
58530,MA,Middlesex County,Wakefield,1880
58532,MA,Middlesex County,Westford,1886
58533,MA,Middlesex County,Wilmington,1887
58536,MA,Middlesex County,Winchester,1890
58538,MA,Essex County,Lynn,1901
58539,MA,Essex County,Lynn,1902
58541,MA,Essex County,Lynn,1904
58542,MA,Essex County,Lynn,1905
58543,MA,Essex County,Saugus,1906
58544,MA,Essex County,Swampscott,1907
58545,MA,Essex County,Nahant,1908
58547,MA,Essex County,Amesbury,1913
58548,MA,Essex County,Beverly,1915
58549,MA,Essex County,Boxford,1921
58550,MA,Essex County,Newbury,1922
58551,MA,Essex County,Danvers,1923
58552,MA,Essex County,Essex,1929
58553,MA,Essex County,Gloucester,1930
58557,MA,Essex County,Ipswich,1938
58558,MA,Essex County,Lynnfield,1940
58559,MA,Essex County,Manchester,1944
58560,MA,Essex County,Marblehead,1945
58561,MA,Essex County,Middleton,1949
58562,MA,Essex County,Newburyport,1950
58563,MA,Essex County,Newbury,1951
58564,MA,Essex County,Salisbury,1952
58565,MA,Essex County,Peabody,1960
58568,MA,Essex County,Rockport,1966
58569,MA,Essex County,Rowley,1969
58570,MA,Essex County,Salem,1970
58572,MA,Essex County,Hamilton,1982
58573,MA,Essex County,Topsfield,1983
58574,MA,Essex County,Wenham,1984
58575,MA,Essex County,West Newbury,1985
58577,MA,Norfolk County,Bellingham,2019
58579,MA,Norfolk County,Canton,2021
58580,MA,Norfolk County,Cohasset,2025
58581,MA,Norfolk County,Dedham,2026
58583,MA,Norfolk County,Dover,2030
58585,MA,Norfolk County,Walpole,2032
58586,MA,Norfolk County,Foxborough,2035
58587,MA,Norfolk County,Franklin,2038
58590,MA,Plymouth County,Hingham,2043
58592,MA,Plymouth County,Hull,2045
58594,MA,Bristol County,Mansfield,2048
58595,MA,Plymouth County,Marshfield,2050
58597,MA,Norfolk County,Medfield,2052
58598,MA,Norfolk County,Medway,2053
58599,MA,Norfolk County,Millis,2054
58601,MA,Norfolk County,Norfolk,2056
58604,MA,Plymouth County,Norwell,2061
58605,MA,Norfolk County,Norwood,2062
58607,MA,Plymouth County,Scituate,2066
58608,MA,Norfolk County,Sharon,2067
58610,MA,Norfolk County,Walpole,2071
58611,MA,Norfolk County,Stoughton,2072
58612,MA,Norfolk County,Walpole,2081
58613,MA,Norfolk County,Westwood,2090
58614,MA,Norfolk County,Wrentham,2093
58622,MA,Suffolk County,Boston,2108
58623,MA,Suffolk County,Boston,2109
58624,MA,Suffolk County,Boston,2110
58625,MA,Suffolk County,Boston,2111
58627,MA,Suffolk County,Boston,2113
58628,MA,Suffolk County,Boston,2114
58629,MA,Suffolk County,Boston,2115
58630,MA,Suffolk County,Boston,2116
58632,MA,Suffolk County,Boston,2118
58633,MA,Suffolk County,Boston,2119
58634,MA,Suffolk County,Boston,2120
58635,MA,Suffolk County,Boston,2121
58636,MA,Suffolk County,Boston,2122
58638,MA,Suffolk County,Boston,2124
58639,MA,Suffolk County,Boston,2125
58640,MA,Suffolk County,Boston,2126
58641,MA,Suffolk County,Boston,2127
58642,MA,Suffolk County,Boston,2128
58643,MA,Suffolk County,Boston,2129
58644,MA,Suffolk County,Boston,2130
58645,MA,Suffolk County,Boston,2131
58646,MA,Suffolk County,Boston,2132
58648,MA,Suffolk County,Boston,2134
58649,MA,Suffolk County,Boston,2135
58650,MA,Suffolk County,Boston,2136
58652,MA,Middlesex County,Cambridge,2138
58653,MA,Middlesex County,Cambridge,2139
58654,MA,Middlesex County,Cambridge,2140
58655,MA,Middlesex County,Cambridge,2141
58656,MA,Middlesex County,Cambridge,2142
58657,MA,Middlesex County,Somerville,2143
58658,MA,Middlesex County,Somerville,2144
58659,MA,Middlesex County,Somerville,2145
58660,MA,Middlesex County,Malden,2148
58661,MA,Middlesex County,Everett,2149
58662,MA,Suffolk County,Chelsea,2150
58663,MA,Suffolk County,Revere,2151
58664,MA,Suffolk County,Winthrop,2152
58666,MA,Middlesex County,Medford,2155
58669,MA,Norfolk County,Quincy,2169
58670,MA,Norfolk County,Quincy,2170
58671,MA,Norfolk County,Quincy,2171
58672,MA,Middlesex County,Melrose,2176
58673,MA,Middlesex County,Stoneham,2180
58674,MA,Norfolk County,Braintree,2184
58676,MA,Norfolk County,Milton,2186
58678,MA,Norfolk County,Weymouth,2188
58679,MA,Norfolk County,Weymouth,2189
58680,MA,Norfolk County,Weymouth,2190
58681,MA,Norfolk County,Weymouth,2191
58692,MA,Suffolk County,Boston,2210
58695,MA,Suffolk County,Boston,2215
58710,MA,Plymouth County,Brockton,2301
58711,MA,Plymouth County,Brockton,2302
58715,MA,Norfolk County,Avon,2322
58716,MA,Plymouth County,Bridgewater,2324
58719,MA,Plymouth County,Carver,2330
58721,MA,Plymouth County,Duxbury,2332
58722,MA,Plymouth County,East Bridgewater,2333
58725,MA,Plymouth County,Halifax,2338
58726,MA,Plymouth County,Hanover,2339
58728,MA,Plymouth County,Hanson,2341
58729,MA,Norfolk County,Holbrook,2343
58732,MA,Plymouth County,Middleborough,2346
58733,MA,Plymouth County,Lakeville,2347
58737,MA,Plymouth County,Abington,2351
58739,MA,Bristol County,Easton,2356
58742,MA,Plymouth County,Pembroke,2359
58743,MA,Plymouth County,Plymouth,2360
58746,MA,Plymouth County,Kingston,2364
58748,MA,Plymouth County,Plympton,2367
58749,MA,Norfolk County,Randolph,2368
58750,MA,Plymouth County,Rockland,2370
58751,MA,Bristol County,Easton,2375
58752,MA,Plymouth County,West Bridgewater,2379
58754,MA,Plymouth County,Whitman,2382
58755,MA,Middlesex County,Lexington,2420
58756,MA,Middlesex County,Lexington,2421
58757,MA,Norfolk County,Brookline,2445
58758,MA,Norfolk County,Brookline,2446
58760,MA,Middlesex County,Waltham,2451
58761,MA,Middlesex County,Waltham,2452
58762,MA,Middlesex County,Waltham,2453
58767,MA,Middlesex County,Newton,2458
58768,MA,Middlesex County,Newton,2459
58769,MA,Middlesex County,Newton,2460
58770,MA,Middlesex County,Newton,2461
58771,MA,Middlesex County,Newton,2462
58772,MA,Middlesex County,Newton,2464
58773,MA,Middlesex County,Newton,2465
58774,MA,Middlesex County,Newton,2466
58775,MA,Norfolk County,Brookline,2467
58776,MA,Middlesex County,Newton,2468
58778,MA,Middlesex County,Watertown,2472
58779,MA,Middlesex County,Arlington,2474
58781,MA,Middlesex County,Arlington,2476
58783,MA,Middlesex County,Belmont,2478
58785,MA,Norfolk County,Wellesley,2481
58786,MA,Norfolk County,Wellesley,2482
58787,MA,Norfolk County,Needham,2492
58788,MA,Middlesex County,Weston,2493
58789,MA,Norfolk County,Needham,2494
58791,MA,Barnstable County,Bourne,2532
58793,MA,Dukes County,Chilmark,2535
58794,MA,Barnstable County,East Falmouth,2536
58795,MA,Barnstable County,East Sandwich,2537
58796,MA,Plymouth County,Wareham,2538
58797,MA,Dukes County,Edgartown,2539
58798,MA,Barnstable County,Falmouth,2540
58801,MA,Barnstable County,Woods Hole,2543
58804,MA,Nantucket County,Nantucket,2554
58805,MA,Barnstable County,North Falmouth,2556
58806,MA,Dukes County,,2557
58808,MA,Barnstable County,Bourne,2559
58810,MA,Barnstable County,Bourne,2562
58811,MA,Barnstable County,Sandwich,2563
58814,MA,Dukes County,Tisbury,2568
58815,MA,Plymouth County,Wareham,2571
58818,MA,Dukes County,West Tisbury,2575
58819,MA,Plymouth County,Wareham,2576
58821,MA,Barnstable County,Barnstable,2601
58822,MA,Barnstable County,Barnstable,2630
58823,MA,Barnstable County,Brewster,2631
58824,MA,Barnstable County,Barnstable,2632
58825,MA,Barnstable County,Chatham,2633
58827,MA,Barnstable County,Barnstable,2635
58830,MA,Barnstable County,Dennis,2638
58831,MA,Barnstable County,Dennis,2639
58833,MA,Barnstable County,Eastham,2642
58835,MA,Barnstable County,Forestdale,2644
58836,MA,Barnstable County,Harwich,2645
58837,MA,Barnstable County,Harwich Port,2646
58839,MA,Barnstable County,Barnstable,2648
58840,MA,Barnstable County,Mashpee,2649
58841,MA,Barnstable County,Chatham,2650
58844,MA,Barnstable County,Orleans,2653
58845,MA,Barnstable County,Barnstable,2655
58846,MA,Barnstable County,Provincetown,2657
58847,MA,Barnstable County,Chatham,2659
58848,MA,Barnstable County,Dennis,2660
58852,MA,Barnstable County,Yarmouth,2664
58853,MA,Barnstable County,Truro,2666
58854,MA,Barnstable County,Wellfleet,2667
58855,MA,Barnstable County,Barnstable,2668
58857,MA,Barnstable County,Dennis,2670
58858,MA,Barnstable County,West Harwich,2671
58860,MA,Barnstable County,Yarmouth,2673
58861,MA,Barnstable County,Yarmouth,2675
58862,MA,Bristol County,Freetown,2702
58863,MA,Bristol County,Attleboro,2703
58867,MA,Bristol County,Dighton,2715
58868,MA,Bristol County,Freetown,2717
58870,MA,Bristol County,Fairhaven,2719
58871,MA,Bristol County,Fall River,2720
58872,MA,Bristol County,Fall River,2721
58874,MA,Bristol County,Fall River,2723
58875,MA,Bristol County,Fall River,2724
58876,MA,Bristol County,Somerset,2725
58877,MA,Bristol County,Somerset,2726
58878,MA,Plymouth County,Marion,2738
58879,MA,Plymouth County,Mattapoisett,2739
58880,MA,Bristol County,New Bedford,2740
58883,MA,Bristol County,Acushnet,2743
58884,MA,Bristol County,New Bedford,2744
58885,MA,Bristol County,New Bedford,2745
58886,MA,Bristol County,New Bedford,2746
58887,MA,Bristol County,Dartmouth,2747
58888,MA,Bristol County,Dartmouth,2748
58889,MA,Bristol County,North Attleboro,2760
58891,MA,Norfolk County,Plainville,2762
58892,MA,Bristol County,North Attleboro,2763
58894,MA,Bristol County,Norton,2766
58895,MA,Bristol County,Raynham,2767
58897,MA,Bristol County,Rehoboth,2769
58898,MA,Plymouth County,Rochester,2770
58899,MA,Bristol County,Seekonk,2771
58900,MA,Bristol County,Swansea,2777
58901,MA,Bristol County,Berkley,2779
58902,MA,Bristol County,Taunton,2780
58904,MA,Bristol County,Westport,2790
58908,RI,Washington County,Hopkinton,2804
58909,RI,Bristol County,Barrington,2806
58910,RI,Washington County,New Shoreham,2807
58911,RI,Washington County,Bradford,2808
58912,RI,Bristol County,Bristol,2809
58913,RI,Washington County,Richmond,2812
58914,RI,Washington County,Charlestown,2813
58915,RI,Providence County,Glocester,2814
58917,RI,Kent County,Coventry,2816
58918,RI,Kent County,West Greenwich,2817
58919,RI,Kent County,East Greenwich,2818
58920,RI,Washington County,Exeter,2822
58923,RI,Providence County,Foster,2825
58925,RI,Kent County,Coventry,2827
58926,RI,Providence County,Greenville,2828
58928,RI,Providence County,Burrillville,2830
58929,RI,Providence County,Scituate,2831
58930,RI,Washington County,Hopkinton,2832
58931,RI,Washington County,Hopkinton,2833
58932,RI,Newport County,Jamestown,2835
58934,RI,Newport County,Little Compton,2837
58935,RI,Providence County,Manville,2838
58936,RI,Providence County,Burrillville,2839
58937,RI,Newport County,Newport,2840
58939,RI,Newport County,Middletown,2842
58940,RI,Washington County,North Kingstown,2852
58942,RI,Providence County,Scituate,2857
58944,RI,Providence County,Burrillville,2859
58945,RI,Providence County,Pawtucket,2860
58946,RI,Providence County,Pawtucket,2861
58948,RI,Providence County,Central Falls,2863
58949,RI,Providence County,Cumberland,2864
58950,RI,Providence County,Lincoln,2865
58951,RI,Newport County,Portsmouth,2871
58954,RI,Washington County,North Kingstown,2874
58958,RI,Newport County,Tiverton,2878
58959,RI,Washington County,South Kingstown,2879
58961,RI,Washington County,Kingston,2881
58962,RI,Washington County,Narragansett,2882
58964,RI,Bristol County,Warren,2885
58965,RI,Kent County,Warwick,2886
58967,RI,Kent County,Warwick,2888
58968,RI,Kent County,Warwick,2889
58969,RI,Washington County,Westerly,2891
58970,RI,Washington County,Richmond,2892
58971,RI,Kent County,West Warwick,2893
58972,RI,Washington County,Richmond,2894
58973,RI,Providence County,Woonsocket,2895
58974,RI,Providence County,North Smithfield,2896
58975,RI,Washington County,Richmond,2898
58978,RI,Providence County,Providence,2903
58979,RI,Providence County,Providence,2904
58980,RI,Providence County,Providence,2905
58981,RI,Providence County,Providence,2906
58982,RI,Providence County,Providence,2907
58983,RI,Providence County,Providence,2908
58984,RI,Providence County,Providence,2909
58985,RI,Providence County,Cranston,2910
58986,RI,Providence County,North Providence,2911
58988,RI,Providence County,East Providence,2914
58989,RI,Providence County,East Providence,2915
58990,RI,Providence County,East Providence,2916
58991,RI,Providence County,Smithfield,2917
58993,RI,Providence County,Johnston,2919
58994,RI,Providence County,Cranston,2920
58995,RI,Providence County,Cranston,2921
58997,NH,Hillsborough County,Amherst,3031
58998,NH,Rockingham County,Auburn,3032
58999,NH,Hillsborough County,Brookline,3033
59000,NH,Rockingham County,Candia,3034
59001,NH,Rockingham County,Chester,3036
59002,NH,Rockingham County,Deerfield,3037
59003,NH,Rockingham County,Derry,3038
59006,NH,Rockingham County,Epping,3042
59007,NH,Hillsborough County,Francestown,3043
59008,NH,Rockingham County,Fremont,3044
59009,NH,Hillsborough County,Goffstown,3045
59010,NH,Merrimack County,Dunbarton,3046
59011,NH,Hillsborough County,Greenfield,3047
59012,NH,Hillsborough County,Mason,3048
59013,NH,Hillsborough County,Hollis,3049
59014,NH,Hillsborough County,Hudson,3051
59015,NH,Hillsborough County,Litchfield,3052
59016,NH,Rockingham County,Londonderry,3053
59017,NH,Hillsborough County,Merrimack,3054
59018,NH,Hillsborough County,Milford,3055
59019,NH,Hillsborough County,Mont Vernon,3057
59020,NH,Hillsborough County,Nashua,3060
59022,NH,Hillsborough County,Nashua,3062
59023,NH,Hillsborough County,Nashua,3063
59024,NH,Hillsborough County,Nashua,3064
59025,NH,Hillsborough County,New Boston,3070
59026,NH,Hillsborough County,New Ipswich,3071
59028,NH,Hillsborough County,Pelham,3076
59029,NH,Rockingham County,Raymond,3077
59030,NH,Rockingham County,Salem,3079
59031,NH,Hillsborough County,Lyndeborough,3082
59032,NH,Hillsborough County,Temple,3084
59033,NH,Hillsborough County,Wilton,3086
59034,NH,Rockingham County,Windham,3087
59035,NH,Hillsborough County,Manchester,3101
59036,NH,Hillsborough County,Manchester,3102
59037,NH,Hillsborough County,Manchester,3103
59038,NH,Hillsborough County,Manchester,3104
59040,NH,Merrimack County,Hooksett,3106
59043,NH,Hillsborough County,Manchester,3109
59044,NH,Hillsborough County,Bedford,3110
59046,NH,Grafton County,Waterville Valley,3215
59047,NH,Merrimack County,Andover,3216
59048,NH,Grafton County,Ashland,3217
59049,NH,Belknap County,Barnstead,3218
59050,NH,Belknap County,Belmont,3220
59051,NH,Merrimack County,Bradford,3221
59052,NH,Grafton County,Bristol,3222
59053,NH,Grafton County,Campton,3223
59054,NH,Merrimack County,Canterbury,3224
59055,NH,Belknap County,Barnstead,3225
59056,NH,Belknap County,Center Harbor,3226
59057,NH,Carroll County,Sandwich,3227
59058,NH,Merrimack County,Hopkinton,3229
59059,NH,Merrimack County,Danbury,3230
59062,NH,Merrimack County,Epsom,3234
59063,NH,Merrimack County,Franklin,3235
59064,NH,Belknap County,Gilmanton,3237
59066,NH,Grafton County,Grafton,3240
59067,NH,Grafton County,Hebron,3241
59068,NH,Merrimack County,Henniker,3242
59069,NH,Merrimack County,Hill,3243
59070,NH,Hillsborough County,Hillsborough,3244
59071,NH,Grafton County,Holderness,3245
59072,NH,Belknap County,Laconia,3246
59074,NH,Belknap County,Gilford,3249
59075,NH,Grafton County,Lincoln,3251
59077,NH,Belknap County,Meredith,3253
59078,NH,Carroll County,Moultonborough,3254
59079,NH,Merrimack County,Newbury,3255
59080,NH,Belknap County,New Hampton,3256
59081,NH,Merrimack County,New London,3257
59082,NH,Merrimack County,Chichester,3258
59085,NH,Rockingham County,Northwood,3261
59086,NH,Grafton County,Woodstock,3262
59087,NH,Merrimack County,Pittsfield,3263
59088,NH,Grafton County,Plymouth,3264
59089,NH,Grafton County,Rumney,3266
59090,NH,Merrimack County,Salisbury,3268
59091,NH,Belknap County,Sanbornton,3269
59095,NH,Merrimack County,Pembroke,3275
59096,NH,Merrimack County,Tilton-Northfield,3276
59097,NH,Merrimack County,Sutton,3278
59098,NH,Grafton County,Warren,3279
59099,NH,Sullivan County,Washington,3280
59100,NH,Hillsborough County,Weare,3281
59101,NH,Grafton County,Wentworth,3282
59102,NH,Sullivan County,Springfield,3284
399514,NH,Grafton County,Thornton,3285
59103,NH,Merrimack County,Wilmot,3287
59105,NH,Rockingham County,Nottingham,3290
59107,NH,Grafton County,Woodstock,3293
59110,NH,Merrimack County,Concord,3301
59112,NH,Merrimack County,Boscawen,3303
59113,NH,Merrimack County,Bow,3304
59115,NH,Merrimack County,Loudon,3307
59116,NH,Cheshire County,Keene,3431
59118,NH,Hillsborough County,Antrim,3440
59120,NH,Hillsborough County,Bennington,3442
59121,NH,Cheshire County,Chesterfield,3443
59122,NH,Cheshire County,Dublin,3444
59123,NH,Cheshire County,Sullivan,3445
59124,NH,Cheshire County,Swanzey,3446
59125,NH,Cheshire County,Fitzwilliam,3447
59126,NH,Cheshire County,Gilsum,3448
59127,NH,Hillsborough County,Hancock,3449
59128,NH,Cheshire County,Harrisville,3450
59129,NH,Cheshire County,Hinsdale,3451
59130,NH,Cheshire County,Jaffrey,3452
59131,NH,Cheshire County,Marlborough,3455
59132,NH,Cheshire County,Marlow,3456
59133,NH,Cheshire County,Nelson,3457
59134,NH,Hillsborough County,Peterborough,3458
59135,NH,Cheshire County,Rindge,3461
59136,NH,Cheshire County,Chesterfield,3462
59137,NH,Cheshire County,Stoddard,3464
59138,NH,Cheshire County,Troy,3465
59139,NH,Cheshire County,West Chesterfield,3466
59140,NH,Cheshire County,Westmoreland,3467
59143,NH,Cheshire County,Winchester,3470
59144,NH,Grafton County,Littleton,3561
59145,NH,Coos County,Berlin,3570
59146,NH,Grafton County,Bethlehem,3574
59148,NH,Coos County,Colebrook,3576
59149,NH,Coos County,Errol,3579
59150,NH,Grafton County,Easton,3580
59151,NH,Coos County,Gorham,3581
59152,NH,Coos County,Northumberland,3582
59153,NH,Coos County,Low and Burbanks,3583
59154,NH,Coos County,Lancaster,3584
59155,NH,Grafton County,Lisbon,3585
59156,NH,Grafton County,Sugar Hill,3586
59157,NH,Coos County,Milan,3588
59159,NH,Coos County,Stratford,3590
59160,NH,Coos County,Pittsburg,3592
