,RegionID,State,County,City,ZipCode,Bedrooms,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
393,97135,CA,Santa Barbara County,Goleta,93117,1,,,,,,,,,,,,,,,321063.77,331787.55,359111.68,370693.15,377522.61,374505.13,408238.49,446780.86,544001.55,556126.82
394,91737,TX,Harris County,Houston,77088,1,,,,,,,,,,,,21595.82,27786.68,30612.14,33623.07,36988.29,39658.08,40740.47,46044.87,50597.89,55341.28,64088.14,76259.27,84741.8
395,61617,NY,New York County,New York,10003,1,289361.23,346336.46,389114.19,438766.27,507803.55,603182.4,660888.13,664704.91,711175.56,666552.35,652826.36,781952.87,816577.29,855257.51,978558.06,1055822.71,1082638.02,1082713.57,1062806.42,1053100.22,1003117.56,957010.2,1025983.01,1028031.4
396,97990,CA,Santa Clara County,San Jose,95122,1,,,,,,,,,,,,,,,246059.73,270482.99,314841.66,337042.1,411254.57,418246.6,412755.28,432546.37,467708.76,453156.48
397,84624,IL,Cook County,Chicago,60622,1,150967.27,169639.72,177982.47,193340.53,200042.83,212372.08,229169.54,226288.12,218481.2,202955.83,191670.89,174993.79,169199.66,196924.32,232565.62,248285.27,260791.9,273938.53,290989.08,289826.38,288406.79,295236.28,287252.57,287596.6
398,95813,NV,Clark County,Las Vegas,89117,1,61224.21,63499.61,64188.86,66998.75,76446.22,95284.95,111472.07,110460.61,85366.02,59240.03,48961.85,39496.94,38050.62,52783.02,62789.84,65322.6,69180.52,82726.21,113471.67,125820.77,133092.16,142377.41,185856.11,181294.79
399,78975,MI,Washtenaw County,Ann Arbor,48103,1,,,,,,,,,,97862.38,88688.19,85994.84,94121.72,109214.84,125828.12,138292.67,150061.79,160427.96,180696.26,193151.05,194273.05,198425.09,212896.61,226601.52
400,98130,CA,Stanislaus County,Modesto,95350,1,,,,,,,,,,52124.38,56842.1,51697.55,51267.21,63563.64,83381.79,97977.52,115424.18,138946.87,168248.33,182930.75,196802.22,235503.68,266449.36,268013.98
401,72464,FL,Miami-Dade County,North Miami,33161,1,40363.21,42871.1,48428.52,59169.98,70156.05,89954.04,117754.57,124550.88,106251.07,73125.22,46106.78,36712.26,37696.01,45766.36,56029.43,63604.54,73940.01,84887.6,92351.18,98964.94,104872.77,114611.65,143371.19,164464.82
402,65742,PA,Bucks County,Morrisville,19067,1,,,,,,,,,,,,,,,123998.75,124458.39,126377.87,131699.09,138492.45,148884.94,158476.25,169891.48,191232.23,211396.68
403,69340,NC,Guilford County,Greensboro,27410,1,,,,,,,,,,,,,,,68410.91,67608.19,70191.53,73971.13,80572.15,85904.96,93763.44,109383.84,135913.8,147076.91
404,97047,CA,Orange County,Garden Grove,92840,1,,,,,,,,,,,,,137082.68,156358.96,185460.26,195473.82,212780.1,242642.36,275405.24,284994.41,300368.44,336592.54,400444.53,411864.39
405,72468,FL,Miami-Dade County,University Park,33165,1,50213.68,55579.16,63365.12,77660.21,92574.54,117304.45,135686.43,139960.47,118583.16,81536.52,62258.67,55128.68,61596.83,77104.31,93051.52,102813.51,118012.14,134358.17,145554.87,150845.88,156802.19,167479.41,198284.32,215967.01
406,90768,TX,Dallas County,Dallas,75216,1,43055.25,46159.01,45350.66,44964.22,38012.51,36920.0,37243.12,38027.46,35931.03,33608.84,28992.82,21804.23,25565.53,27111.89,29540.73,32920.47,38077.86,44474.8,55841.16,63934.24,72985.58,95209.02,118617.73,123243.24
407,58565,MA,Essex County,Peabody,1960,1,112864.03,129295.65,150248.11,176705.8,193040.5,206915.27,207427.03,194828.46,175338.02,156447.8,154701.84,146895.04,144527.09,156163.59,169920.92,181233.29,198313.44,216876.71,238408.15,248959.57,265739.48,288717.26,315947.81,331390.95
408,96489,CA,Los Angeles County,Hacienda Heights,91745,1,,,,,,,,,,,,,,,,,214521.51,227621.47,256887.92,269588.6,274196.57,298236.74,350863.67,362581.19
409,93210,CO,Broomfield County,Broomfield,80020,1,,,,,,,,,,,,,171859.79,178040.34,185984.25,199975.23,225227.08,254122.56,271373.6,286655.61,289383.38,307342.16,353561.87,353041.38
410,77850,OH,Hancock County,Findlay,45840,1,62163.61,64204.31,66260.63,69841.98,71684.15,73227.86,72648.49,70148.77,68152.37,68362.96,65896.55,62165.38,59731.48,60547.86,63717.92,67218.29,70482.4,77626.06,81846.14,91492.86,95933.74,100827.65,107638.31,111824.36
411,96861,CA,San Bernardino County,Yucaipa,92399,1,66025.02,72531.17,80153.86,94985.7,124148.99,157693.68,188407.21,186722.75,136787.57,93781.92,86117.0,77200.21,75083.47,95228.05,121317.72,133758.15,141677.27,173617.85,210210.15,237672.5,251911.66,277343.17,316653.41,325156.04
412,66825,MD,Baltimore City,Baltimore,21215,1,,,,,,,,,,,,,,,,39382.82,40139.93,44464.43,50473.78,54748.76,56809.46,66496.97,76858.27,85415.04
413,72626,FL,Palm Beach County,Lake Worth Beach,33467,1,32420.59,34128.4,36484.05,41712.35,50810.14,64708.25,79781.09,74263.4,57682.89,39989.32,35027.15,30759.2,30817.23,34201.19,41028.47,47922.52,56730.97,65565.33,72667.41,79442.06,87594.74,101788.51,136788.5,153001.29
414,72497,FL,Miami-Dade County,The Hammocks,33196,1,46416.66,49432.09,57037.51,68476.91,81460.96,102590.63,122538.83,125459.76,103479.75,73636.58,59333.41,52282.5,60495.68,79083.97,97193.39,110086.48,127506.71,138570.39,147765.09,155127.29,160098.76,171195.21,206246.24,226876.46
415,99252,OR,Lane County,Eugene,97402,1,83428.75,87064.43,88122.62,98011.73,105362.57,123056.77,144143.45,153015.47,145092.26,132235.53,122921.89,113313.75,110952.81,114874.66,129062.21,137196.02,149569.61,168669.29,190994.84,205862.47,224202.66,256811.36,288296.55,290337.48
416,90675,TX,Dallas County,Richardson,75080,1,,,61533.67,63625.01,67178.35,68944.21,68787.04,60767.08,60056.25,59665.28,59493.12,55179.7,57293.9,62247.48,69709.71,74223.09,85640.04,102143.52,116700.84,124650.27,130227.27,141546.06,172963.67,183074.76
417,64741,PA,Centre County,State College,16801,1,,,,,,,,,,,,,75859.52,77717.38,85463.96,99286.74,105917.82,120964.0,135116.14,148694.17,163568.27,175956.64,180768.74,190861.23
418,84273,IL,Cook County,Arlington Heights,60004,1,77984.35,87677.76,98742.62,109233.53,115345.25,128058.99,133911.89,131910.8,125164.33,109677.48,96812.17,71110.27,52424.32,54168.15,68023.74,75962.71,84224.79,94681.9,107898.15,111089.45,110619.06,114154.34,124381.34,141010.8
419,69533,NC,Pitt County,Greenville,27834,1,,,,,,,,,,,,,,,,35250.51,36023.48,38826.62,42791.51,46294.77,49916.48,59713.4,78597.66,94165.85
420,82474,MN,Olmsted County,Rochester,55901,1,,,,,,,59011.3,58815.66,60821.74,59064.59,61958.18,63712.69,68626.71,74674.57,76799.1,81034.86,91455.47,101175.16,110234.74,116263.57,123824.32,135575.06,146242.51,154321.26
421,61100,NJ,Mercer County,Princeton,8540,1,,,,,,,,,,,,,,,,,,,304614.57,319808.44,328505.01,322907.8,328002.93,308653.94
422,96339,CA,Los Angeles County,Los Angeles,91304,1,,,,,,,,,,,,,,124977.95,147926.32,159117.4,173783.31,198616.26,231779.92,242789.47,250242.79,271514.56,315569.35,325837.56
423,65897,PA,Chester County,West Chester,19382,1,,,,,,,,,,,,,148200.79,148693.4,152275.62,157497.41,160409.31,166563.49,173046.16,178504.2,188716.82,203861.42,226716.85,246259.67
424,60454,CT,Fairfield County,Danbury,6810,1,37227.27,38941.84,45782.93,53738.67,62151.26,71622.78,76218.55,76172.52,82766.58,88668.99,71467.83,72051.18,84318.84,82564.61,89091.11,89204.41,94390.26,102520.85,111367.11,118023.09,131411.23,139992.49,161660.42,178352.11
425,70632,SC,Greenville County,Greer,29651,1,,,,73261.12,73191.05,75288.38,72989.54,70653.86,73005.06,69281.36,71930.98,60607.6,60963.33,60557.57,59998.85,64725.87,70588.47,79648.12,86709.29,95116.51,102613.92,124476.91,144755.05,150795.79
426,70576,SC,Horry County,Myrtle Beach,29588,1,,,38241.05,39428.83,41654.0,47637.06,62166.37,66475.07,59737.35,48758.34,44578.24,41099.37,37417.97,37754.12,40959.77,43497.8,47961.92,52202.47,57887.7,64200.41,69056.84,77965.76,106702.39,124100.59
427,96531,CA,Los Angeles County,Alhambra,91801,1,,,,,,,355649.77,351521.07,324440.56,297750.38,290816.41,267281.52,258145.73,291963.11,319825.2,327747.91,329947.6,354204.71,403626.06,422769.73,437111.96,466583.44,510630.21,520824.92
428,91738,TX,Harris County,Houston,77089,1,,,,,,,,,,,,,,,,,38245.98,42167.98,46225.11,51187.28,56009.37,64757.86,74356.6,80707.04
429,97224,CA,Kern County,,93308,1,43755.01,51179.89,50735.44,58436.0,67120.48,90007.45,115656.5,118893.98,84289.25,52060.35,50590.45,45659.8,49578.66,59785.88,71120.61,75417.07,81166.85,85433.48,95281.87,105263.51,120473.16,133236.88,154699.26,155286.03
430,99775,WA,Pierce County,Bonney Lake,98391,1,166846.51,180754.37,196012.5,211150.06,228105.76,272837.75,341328.69,403617.75,403957.19,357787.71,330041.67,278227.68,239490.88,243989.22,272324.22,305270.94,339881.02,378204.9,426342.28,469239.34,518295.85,601663.62,667848.77,660272.86
431,58743,MA,Plymouth County,Plymouth,2360,1,133384.29,159901.0,186665.81,229702.74,257742.38,282097.67,288471.86,273036.06,243327.26,220091.04,215162.52,190810.72,174406.21,179674.22,188062.33,199607.04,211665.66,228186.9,241829.3,252302.43,267075.62,301603.5,332842.2,351756.16
432,98873,HI,Honolulu County,Kailua,96734,1,,,,,,,,,,,,,457996.82,454980.21,470707.06,506763.92,550421.16,575576.63,587174.71,584507.92,580667.51,650592.76,757072.26,759816.4
433,72854,FL,Polk County,Haines City,33844,1,,,,,,,,,,,,,,,,,47397.7,53452.19,60799.13,63605.11,68855.29,83668.56,109437.06,119801.12
434,62658,NY,Orange County,Newburgh,12550,1,44836.55,51210.86,57575.38,68653.48,77476.23,90527.44,103132.87,105107.42,104518.4,92820.4,82472.19,75247.2,70943.5,72446.76,70486.24,71327.19,72881.66,80096.65,91332.86,102864.82,112933.77,135128.46,153540.92,164079.26
435,66701,MD,Montgomery County,Silver Spring,20902,1,58950.35,64890.61,79917.97,98020.71,126819.74,158937.41,183778.21,180161.47,159004.79,146729.01,126252.24,122945.25,119863.82,128490.7,135768.88,139009.15,145302.31,152461.73,156215.47,160692.99,166848.94,173518.03,178303.93,187202.77
436,97746,CA,Alameda County,Fremont,94539,1,,,,,,,,,,,,,,,,425219.76,469155.2,497028.11,551887.28,589102.34,567775.9,529919.52,564730.16,542772.18
437,67598,VA,Henrico County,Henrico,23223,1,49192.28,48351.3,58092.85,68336.6,80560.37,103088.83,121483.52,130274.96,123486.82,116889.42,109656.45,103531.14,98652.84,106607.74,114768.81,123354.65,136650.58,153768.11,164144.34,170007.92,181568.78,207209.13,247070.82,256132.71
438,96091,CA,Los Angeles County,Compton,90221,1,,,,,,,,,,,,,120809.64,140547.34,173361.63,193201.89,208507.23,254400.12,306782.78,329423.86,351760.2,390620.19,439274.65,442169.45
439,96028,CA,Los Angeles County,Los Angeles,90047,1,,,,,,,,,,,,,,,,,,,,,,511976.36,543627.19,520070.18
440,99772,WA,Pierce County,Spanaway,98387,1,,,,,,,,,,,,,,,132165.1,146673.06,165727.24,191977.27,218740.66,253061.39,285984.01,325302.12,354746.91,354889.49
441,96220,CA,Los Angeles County,Paramount,90723,1,71667.6,79589.69,91458.42,108639.72,138379.39,179652.64,211954.29,219350.07,185748.05,129747.53,111915.28,107774.39,100684.03,118195.86,153357.66,174323.76,193455.5,217754.01,252271.4,276047.84,287342.62,317794.43,365414.61,376837.19
442,96659,CA,San Diego County,San Diego,92117,1,131787.13,154694.16,186916.62,227225.09,274280.32,319902.67,308485.97,273497.41,230894.34,192868.31,179122.71,159233.35,146209.61,176080.12,206933.99,219447.52,246345.91,277788.53,308213.38,334650.81,340712.23,361296.57,435536.62,451058.71
443,60545,NJ,Hudson County,Hoboken,7030,1,167453.03,191981.12,222739.47,240234.5,264133.85,325375.65,373566.91,377599.76,365414.62,337873.99,339901.59,325238.97,328833.76,369053.11,408268.93,432327.15,471008.06,509582.04,526590.67,507795.02,514829.48,512492.18,534772.74,555035.79
444,94941,AZ,Yuma County,Yuma,85365,1,,,,,,,,,,,,,,,,,99183.42,99985.3,106168.08,114635.97,129194.42,152098.7,180169.05,180915.44
445,84399,IL,DuPage County,Lombard,60148,1,77478.48,83340.0,93046.47,103757.04,114713.24,126524.77,131920.09,133190.55,125345.19,111525.66,99133.24,76183.98,62503.34,61892.55,69976.35,72535.97,79103.33,88545.94,99953.85,104608.32,108322.7,113492.84,123129.27,137206.73
446,96044,CA,Los Angeles County,East Los Angeles,90063,1,83464.61,90316.55,99273.99,113062.89,138655.58,172426.92,222628.59,241317.3,214399.75,157839.21,131963.31,124191.49,124680.55,158384.53,201323.13,226775.24,243711.76,283123.96,347389.79,373830.52,403065.27,453224.68,498046.09,491683.41
447,72428,FL,Miami-Dade County,Miami,33125,1,64531.63,62241.69,73629.87,82604.45,96027.97,121283.04,149835.53,159390.39,143801.37,98170.42,72477.47,52759.47,54171.77,68983.96,84902.81,101206.01,116900.9,125024.11,131828.07,137143.59,146272.8,157511.75,191749.2,214368.84
448,98947,HI,Honolulu County,Honolulu,96816,1,,,,,,,,,,,,,,,,369537.25,375430.39,397232.27,413358.11,409418.86,404903.12,438746.95,494438.62,495514.08
449,97068,CA,Orange County,Placentia,92870,1,,,,,,,,,,,,,,,240200.29,252108.49,269144.19,300898.68,337221.17,339696.65,354227.39,401898.58,465425.48,466178.54
450,67787,VA,Hampton City,Hampton,23666,1,,,,,,,,,,,,,,,,,38563.85,39516.88,41655.95,44567.79,48583.01,60087.13,77613.65,97118.4
451,72478,FL,Miami-Dade County,Miami,33176,1,56816.14,60514.26,70691.21,86692.34,105656.13,131892.28,161122.07,164722.42,140029.13,98937.45,72269.53,63003.08,63678.97,78871.07,95424.53,104843.9,117172.64,131355.62,141949.34,148260.43,155258.46,167182.43,200361.45,225128.92
452,95790,NV,Clark County,Henderson,89074,1,,,,,,,,135764.47,109373.67,85095.5,54868.87,45504.19,47258.78,63895.84,76809.23,82392.14,87937.92,100077.62,127698.51,139901.42,146701.53,162461.62,211105.67,207021.95
453,73043,FL,Manatee County,Palmetto,34221,1,57056.6,57670.73,60635.58,63667.02,76373.21,83638.18,104542.47,93398.95,72888.22,56036.88,57526.48,47093.84,41185.84,41714.69,49185.26,57572.14,67742.11,77078.8,86032.34,95828.6,107061.0,127981.32,167386.33,172082.39
454,76410,KY,Hardin County,Elizabethtown,42701,1,,,,,,,,,,,,,,,,,49888.76,54615.06,57063.35,59121.93,66923.11,78986.92,89776.85,95529.01
455,66703,MD,Montgomery County,Silver Spring,20904,1,,,,,,,,,,,,,,,,115614.89,118898.98,126911.37,137018.41,145636.46,156197.49,173126.69,189500.7,197407.16
456,98041,CA,San Joaquin County,Stockton,95207,1,,,,,,,,,,,,,,,,60240.06,65470.35,78003.04,100411.65,117107.97,133978.4,149772.28,166978.71,167653.53
457,97041,CA,Orange County,Fullerton,92833,1,,,,,,,,,,221754.62,220178.56,192402.01,183302.75,219421.84,257898.33,271453.37,287937.62,321129.59,355514.57,355233.01,364459.77,403542.95,464746.44,468960.62
458,95387,NM,Santa Fe County,Santa Fe,87507,1,,,,,,,,,,,,,,,,,126129.58,141358.47,156385.03,178359.11,200058.7,228180.69,257419.73,271214.23
459,94871,AZ,Maricopa County,Tempe,85282,1,,,,,,,,,,,,,,,83853.95,88892.53,102761.38,114444.42,126588.54,135056.2,148655.76,177563.25,230349.88,227816.62
460,96974,CA,Orange County,Aliso Viejo,92656,1,140883.95,165799.53,193529.64,232619.57,303695.92,355946.54,374595.12,357835.02,270009.07,208151.1,188297.43,172693.78,162689.11,216029.64,256467.98,264843.21,279537.77,308833.54,336588.73,334121.44,337902.9,372917.96,452017.9,465472.88
461,96884,CA,Riverside County,Riverside,92505,1,,,,,,,,,,,,,,,,127694.65,138823.88,152860.41,176332.75,187230.72,196887.83,224308.98,263400.57,273797.49
462,99565,WA,King County,Seattle,98105,1,171409.03,187436.72,197302.3,202290.6,216066.15,246529.03,286231.48,318389.84,306657.84,271665.94,268990.96,241789.94,212992.78,226814.27,247913.38,281911.46,332728.29,392845.72,460100.5,446945.81,446420.36,447437.4,470255.46,443977.04
463,73195,FL,Osceola County,Kissimmee,34741,1,21485.67,21531.77,22811.26,25559.91,29994.27,36589.08,47079.87,51466.68,55414.24,54754.66,56085.95,48800.26,44848.85,54859.93,65182.48,71232.53,81469.13,91115.2,102556.48,115721.07,125838.34,128372.86,154496.21,151970.65
464,94272,ID,Canyon County,Nampa,83686,1,,,,,,,,,,,,,,,64086.47,70938.63,83166.29,100664.43,120043.5,145762.28,173655.3,239271.36,272071.73,249995.15
465,58902,MA,Bristol County,Taunton,2780,1,63180.92,72568.57,86756.31,104576.88,120210.22,131539.66,134318.95,129372.27,121336.24,106169.61,99102.98,85071.17,74503.69,81198.52,87446.05,94175.67,106489.2,119665.79,134598.18,145468.5,162177.41,190618.47,220552.31,241048.7
466,72356,FL,Miami-Dade County,Hialeah,33018,1,,,,,,,,,,,,,,,,,,,,,,175874.49,202350.44,223777.5
467,58514,MA,Essex County,Methuen,1844,1,60002.54,70921.39,83965.95,96005.04,103896.77,116115.84,120055.58,114569.33,107590.29,96787.1,99935.75,94702.7,96053.48,105681.96,116008.66,126955.96,138882.97,153063.71,168944.51,178930.91,190991.61,210554.06,234647.85,254566.24
468,99120,OR,Multnomah County,Portland,97206,1,85691.26,89734.22,96203.49,100830.27,105583.12,120488.61,144939.62,158026.47,160267.97,145130.77,140732.63,125979.18,123360.01,140490.02,162025.97,190395.15,237371.15,265511.95,272756.49,275487.48,289944.97,330075.51,349812.49,329056.32
469,66630,MD,Prince Georges County,Langley Park,20783,1,64812.46,65991.92,70718.74,79646.58,95623.76,130971.79,176370.89,187505.44,168404.4,115717.67,73511.24,50303.76,40979.93,44438.37,44747.67,48288.16,57770.66,65320.02,73358.18,81803.72,92994.92,106947.85,117636.25,121631.59
470,70859,GA,Cobb County,Smyrna,30080,1,,,,,,,,88995.03,86665.28,81684.48,75945.22,68034.25,52487.93,50547.58,66566.29,80708.0,95760.2,107977.09,126713.95,139156.56,145307.17,162396.8,197209.92,208537.72
471,99559,WA,King County,,98092,1,,,,,,,,,,,,,,,90143.98,97421.91,117305.62,145724.37,173081.05,193772.45,213483.11,252546.52,297508.37,300108.9
472,70496,SC,Charleston County,Mount Pleasant,29464,1,,,,,,132463.59,143016.83,136082.34,127054.33,122281.94,111069.0,95295.83,85550.5,97945.86,118052.2,133524.13,147708.06,160224.5,174290.41,178502.22,185089.91,213811.36,279663.24,305345.64
473,84373,IL,Cook County,Elgin,60120,1,64539.39,70068.02,75804.74,81652.41,87942.99,93254.07,98466.43,101302.18,93524.24,77290.88,63492.38,48905.62,41997.04,45785.97,56283.22,65116.63,77416.91,90916.87,103684.28,110824.3,112804.55,122557.04,136334.1,152247.99
474,66243,VA,Loudoun County,Ashburn,20148,1,,,,,,,,,,,,,,,,,199199.57,206605.4,217130.64,229321.04,240738.8,256949.54,277973.5,294226.36
475,96593,CA,San Diego County,Encinitas,92024,1,138287.84,169237.14,197178.92,232478.51,282329.38,334412.39,331320.25,294699.36,300333.29,307736.17,320273.23,293667.4,291987.24,344692.0,401660.48,449551.88,503315.84,584343.92,642679.95,673142.48,688026.29,762513.44,869420.52,861407.68
476,97803,CA,Alameda County,Oakland,94601,1,108720.4,142368.11,177266.22,199876.31,230827.36,282910.03,312549.12,311643.24,232024.55,145620.17,142838.15,129477.11,114989.07,159860.65,215152.98,266503.37,333103.68,384792.78,440667.63,487770.58,503503.83,508377.0,518554.59,478237.64
477,61791,NY,Bronx County,New York,10451,1,,,,,,,,,,,,,,,,,,,268010.43,290869.36,309170.11,296605.0,287300.88,282112.4
478,92289,TX,Guadalupe County,Seguin,78155,1,,,,,,,,,,,,,,,,77600.72,79101.89,80138.28,81613.39,83856.94,101951.64,122857.89,134670.5,129417.74
479,93201,CO,Arapahoe County,Aurora,80011,1,,,,,,,,,,,,,,,,,82747.53,95463.36,110176.24,121886.98,135783.26,151319.43,177226.79,185447.13
480,84628,IL,Cook County,Chicago,60626,1,57475.1,70619.54,85925.34,96155.08,102341.36,113639.75,122720.69,124003.86,123325.19,113170.08,103826.35,69471.98,44053.79,45940.5,61691.46,73404.12,82347.78,94132.72,112132.78,118050.91,119004.81,126125.61,132650.89,142283.46
481,98948,HI,Honolulu County,Honolulu,96817,1,,,,,,,,,,,,,,338416.51,342694.68,351806.94,361014.99,377869.94,387702.56,381928.9,370596.2,367883.91,402458.95,397973.08
482,97942,CA,Santa Clara County,Morgan Hill,95037,1,,,,,,,,,,,,,,264773.63,314208.93,344738.26,373140.89,400851.0,469423.8,467678.38,463576.15,512153.74,557094.32,545313.74
483,58511,MA,Essex County,Lawrence,1841,1,,,,,,,,,,,,,,,,,71384.56,86339.97,105156.67,119011.84,132841.52,147454.86,172475.24,193107.9
484,60519,NJ,Essex County,Bloomfield,7003,1,,,,,,,,,,,,,,,,,,,,150167.58,167030.81,181280.9,191752.73,210054.41
485,94479,UT,Salt Lake County,West Valley City,84119,1,,,,,,,,,,,,,,,,,,113897.5,134254.25,153048.99,172880.56,210207.3,252026.47,235538.32
486,96015,CA,Los Angeles County,Los Angeles,90034,1,102357.36,126743.74,146933.75,181267.81,232761.6,289745.08,323972.64,308219.83,301518.04,271303.06,268512.87,239884.44,213495.02,264030.66,310376.24,330929.52,356170.82,405198.89,476864.18,497116.82,520738.4,545403.1,561363.69,544012.37
487,90823,TX,Collin County,Dallas,75287,1,,,,,,,,,,,,,,53005.91,57871.51,67578.26,84577.64,100953.33,113227.2,119456.79,125823.21,140768.87,172416.2,185006.36
488,85947,MO,Saint Louis County,Oakville,63129,1,41014.16,44647.06,49302.25,54788.62,59779.59,64152.21,67303.47,67206.45,64118.06,62018.47,60335.8,55754.33,49740.52,48510.61,49988.96,51627.06,56549.61,63271.82,70309.03,75470.1,82279.27,90995.65,103565.35,112975.8
489,99575,WA,King County,Seattle,98115,1,159839.07,169606.25,176350.3,183379.5,199610.88,221776.27,261051.41,289028.08,282386.94,249325.47,235015.45,203864.08,178194.67,189330.52,204447.14,230113.79,272640.06,325664.45,382988.84,372623.92,373543.83,389686.87,431736.82,413137.04
490,97757,CA,Alameda County,Livermore,94550,1,,,,,,,,,,,,,107385.41,150055.09,216741.15,252804.95,286965.68,311947.66,348830.22,380332.56,376507.16,380107.67,421186.49,405424.63
491,97984,CA,Santa Clara County,San Jose,95116,1,125229.3,153545.41,158759.65,160594.17,175202.94,210308.43,231039.73,234584.59,202051.47,145541.08,140633.11,122735.56,128713.08,186128.93,236725.46,270549.61,306554.82,325454.28,402199.08,412113.29,406863.7,429247.78,467504.68,460689.41
492,72715,FL,Hillsborough County,Tampa,33612,1,22387.78,26764.94,32442.44,32713.03,34465.41,41731.81,54826.96,57817.06,53965.82,39304.49,29125.41,23992.19,25327.86,27145.71,28849.01,29279.95,34357.56,41710.96,47320.68,52315.38,61190.78,77019.74,106135.64,112402.63
493,99508,WA,King County,Federal Way,98023,1,,,,,,,,,,,,,54648.21,59398.01,64915.32,72996.9,93100.47,119512.05,144539.82,162034.77,179864.88,216118.86,260492.84,264932.82
494,95048,AZ,Pima County,Tucson,85710,1,44960.76,47781.22,50869.05,52494.46,57419.53,70516.34,85522.83,87607.96,81453.41,69077.78,58531.84,47922.67,42408.99,45178.7,48921.7,50215.27,54438.23,64083.17,71962.28,81175.72,91190.45,110325.32,139051.79,144518.14
495,66035,DE,New Castle County,Newark,19711,1,,,,,,,,,,,,,,,,109200.65,113854.62,124510.75,131418.01,134771.72,138364.3,151520.91,167596.63,179438.9
496,95799,NV,Clark County,Las Vegas,89103,1,75132.35,77190.39,84348.36,90267.02,108013.46,142626.6,159993.48,157486.38,124850.33,83918.89,69135.12,53211.27,50629.63,63947.51,73176.82,73373.7,76055.76,87237.53,116638.05,128010.57,132280.67,138935.16,179064.04,174756.21
497,60971,NJ,Camden County,Sicklerville,8081,1,,,,,,,,,,,,,,,,57041.72,55561.25,56999.0,61661.75,67630.47,76235.48,85295.81,102056.9,115928.44
498,69335,NC,Guilford County,Greensboro,27405,1,,,,,,,,,,,,,,,44080.99,43826.14,44926.72,48594.36,55604.05,62078.41,70109.99,84602.7,99462.76,108345.61
499,84615,IL,Cook County,Chicago,60613,1,117360.02,141824.61,157653.73,163853.76,170245.32,179914.17,187650.76,186703.5,181360.76,165388.27,157880.26,136048.66,118556.0,131350.8,155176.06,160429.86,163894.04,171115.32,179245.37,180601.39,180506.89,184636.52,191398.87,195690.35
500,95300,NM,Bernalillo County,Albuquerque,87105,1,,,,,,,,,,,,,,,,,,,,92407.58,106014.17,128071.02,149395.36,163762.93
501,61630,NY,New York County,New York,10016,1,242893.25,291581.77,330836.79,376853.66,433107.36,531816.51,612815.59,599866.95,664820.15,631644.79,629112.01,672437.61,686824.73,713626.26,796611.92,852280.45,884729.96,896205.73,884041.41,857816.54,816770.7,782658.14,823366.12,807118.88
502,66133,DC,District of Columbia,Washington,20009,1,131656.88,151402.36,183696.47,220071.76,257449.22,308040.73,328996.53,320264.22,320676.37,307188.27,312967.01,316212.81,317189.63,341817.5,357800.14,364954.3,375923.24,387385.55,398721.64,401406.99,414317.15,413608.72,414926.85,414056.8
503,98312,CA,Yolo County,Davis,95616,1,,,,,,,,,,,,,,,,,315682.03,353489.53,390443.4,403855.76,416334.29,468211.69,519869.24,514120.08
504,61934,NY,Orange County,Middletown,10940,1,40726.28,42174.42,47684.52,56878.46,67522.71,85029.24,96476.1,99692.94,95767.95,84615.29,78722.54,68999.12,64873.17,65003.21,65264.86,66937.57,68067.38,73859.45,84904.24,97896.23,113777.85,133334.84,154961.67,168297.17
505,72220,FL,Orange County,Winter Park,32792,1,,,,,,,,,,,,,,44273.01,46905.7,51738.42,59492.29,71278.3,85083.97,93964.25,97929.45,108455.36,140184.39,156467.45
506,69210,NC,Forsyth County,Winston-Salem,27107,1,,,,,,,,,,,,,,36815.64,36876.77,37439.3,40281.17,43149.51,46494.47,53783.35,57007.29,66010.77,73328.32,78487.43
507,95827,NV,Clark County,Las Vegas,89131,1,,,,,,,,,,,,,,,,,93272.42,105225.45,134567.44,150640.05,160905.6,174110.42,223850.31,220560.76
508,97992,CA,Santa Clara County,San Jose,95124,1,,,,,,,,,,,,215022.61,229012.9,307088.07,360857.46,407960.53,452261.13,469900.89,560112.45,556887.06,548539.52,564254.94,610322.03,605673.73
509,98861,HI,Hawaii County,Hilo,96720,1,,76737.51,82854.42,83767.36,101191.34,132191.15,172625.48,175877.84,167364.03,154559.33,140975.92,147341.57,146762.46,154315.58,157333.98,162555.66,169760.0,181725.99,195161.49,202076.84,206817.43,221903.4,251994.91,266381.9
510,98926,HI,Honolulu County,Waianae,96792,1,,,,,,,,,,,,,,,129056.53,142405.99,158337.44,176367.03,191878.57,195733.34,201479.98,218026.51,249005.77,258273.51
511,72477,FL,Miami-Dade County,Tamiami,33175,1,43432.86,46572.57,52435.97,63682.79,75320.25,89763.24,102298.11,105644.98,90971.91,70273.94,54999.37,59585.09,56514.39,62717.18,74715.08,86488.73,101757.66,121504.72,135534.76,140863.46,147059.04,157877.16,191059.41,215716.76
512,99563,WA,King County,Seattle,98103,1,168933.97,184802.64,196360.58,202511.17,218555.75,249517.87,287682.04,317239.38,304284.98,270804.09,256744.59,226670.35,196894.04,219128.96,241640.57,273064.53,324958.82,381647.61,444145.25,425756.26,422979.59,428751.03,461200.88,441852.74
