State ,County,Family,Housing1,Food1,Transportation1,Healthcare1,Other Necessities1,Childcare1,Taxes1,Total1,Housing2,Food2,Transportation2,Healthcare2,Other Necessities 2,Childcare2,Taxes2,Total2,median_family_income,st_cost_rank,st_income_rank
IL,Macoupin County,1p4c,950,963,1153,1639,693,1417,944,7760,11400,11560,13834,19669,8319,17009,11331,93123,69203,23,58
IL,Macoupin County,2p0c,539,501,1079,1054,377,0,625,4175,6468,6011,12951,12651,4522,0,7502,50104,69203,23,58
IL,Macoupin County,2p1c,711,623,1192,1332,484,750,806,5899,8532,7481,14306,15987,5802,9003,9673,70783,69203,23,58
IL,Macoupin County,2p2c,711,790,1237,1610,544,1260,859,7011,8532,9474,14840,19323,6524,15125,10313,84131,69203,23,58
IL,Macoupin County,2p3c,950,964,1261,1888,694,1417,963,8137,11400,11567,15131,22659,8322,17009,11560,97647,69203,23,58
IL,Macoupin County,2p4c,950,1180,1269,2166,772,1417,976,8730,11400,14156,15227,25995,9260,17009,11712,104758,69203,23,58
IL,Madison County,1p0c,611,251,823,419,312,0,473,2889,7327,3009,9878,5029,3745,0,5682,34670,79690,34,23
IL,Madison County,1p1c,854,370,938,643,443,806,615,4668,10243,4434,11251,7721,5318,9666,7386,56019,79690,34,23
IL,Madison County,1p2c,854,541,1023,868,505,1353,700,5844,10243,6497,12271,10413,6065,16239,8395,70124,79690,34,23
IL,Madison County,1p3c,1114,722,1088,1092,665,1522,894,7097,13365,8667,13056,13105,7983,18262,10728,85167,79690,34,23
IL,Madison County,1p4c,1114,884,1133,1316,724,1522,893,7586,13365,10609,13592,15797,8687,18262,10714,91026,79690,34,23
IL,Madison County,2p0c,665,460,1061,838,408,0,595,4027,7982,5516,12727,10059,4891,0,7145,48320,79690,34,23
IL,Madison County,2p1c,854,572,1142,1063,517,806,770,5722,10243,6865,13707,12751,6199,9666,9240,68670,79690,34,23
IL,Madison County,2p2c,854,725,1205,1287,572,1353,818,6814,10243,8695,14463,15443,6862,16239,9821,81765,79690,34,23
IL,Madison County,2p3c,1114,885,1248,1511,724,1522,906,7909,13365,10616,14977,18135,8689,18262,10870,94914,79690,34,23
IL,Madison County,2p4c,1114,1083,1327,1736,796,1522,914,8491,13365,12991,15926,20827,9550,18262,10973,101894,79690,34,23
IL,Marion County,1p0c,462,252,866,599,259,0,479,2917,5544,3030,10392,7183,3107,0,5749,35003,62272,57,90
IL,Marion County,1p1c,700,372,928,892,388,572,563,4415,8400,4465,11133,10702,4661,6864,6760,52985,62272,57,90
IL,Marion County,1p2c,700,545,1035,1185,451,983,616,5516,8400,6542,12426,14220,5414,11800,7395,66197,62272,57,90
IL,Marion County,1p3c,939,727,1082,1478,604,1110,789,6729,11268,8727,12985,17739,7245,13319,9467,80750,62272,57,90
IL,Marion County,1p4c,939,890,1107,1771,663,1110,804,7285,11268,10682,13290,21258,7953,13319,9645,87415,62272,57,90
IL,Marion County,2p0c,557,463,1037,1197,370,0,644,4268,6684,5554,12450,14365,4434,0,7723,51211,62272,57,90
IL,Marion County,2p1c,700,576,1148,1490,462,572,769,5718,8400,6913,13776,17884,5548,6864,9228,68613,62272,57,90
IL,Marion County,2p2c,700,730,1192,1784,518,983,795,6702,8400,8755,14304,21403,6216,11800,9541,80419,62272,57,90
IL,Marion County,2p3c,939,891,1216,2077,663,1110,877,7772,11268,10689,14588,24922,7956,13319,10524,93265,62272,57,90
IL,Marion County,2p4c,939,1090,1223,2370,735,1110,877,8344,11268,13081,14674,28441,8822,13319,10521,100126,62272,57,90
IL,Marshall County,1p0c,508,252,961,509,276,0,496,3003,6099,3030,11535,6109,3308,0,5955,36035,74522,30,37
IL,Marshall County,1p1c,691,372,1077,778,385,729,610,4642,8293,4465,12923,9338,4623,8744,7321,55707,74522,30,37
IL,Marshall County,1p2c,691,545,1150,1047,448,1224,686,5792,8293,6542,13798,12567,5375,14691,8235,69500,74522,30,37
IL,Marshall County,1p3c,892,727,1202,1316,587,1377,852,6953,10709,8727,14419,15795,7043,16520,10220,83433,74522,30,37
IL,Marshall County,1p4c,892,890,1232,1585,646,1377,863,7486,10709,10682,14784,19024,7751,16520,10361,89832,74522,30,37
IL,Marshall County,2p0c,544,463,1187,1018,365,0,632,4208,6524,5554,14241,12219,4376,0,7580,50495,74522,30,37
IL,Marshall County,2p1c,691,576,1256,1287,459,729,782,5780,8293,6913,15068,15447,5510,8744,9380,69356,74522,30,37
IL,Marshall County,2p2c,691,730,1305,1556,515,1224,825,6846,8293,8755,15656,18676,6177,14691,9901,82148,74522,30,37
IL,Marshall County,2p3c,892,891,1333,1825,646,1377,895,7860,10709,10689,15997,21905,7753,16520,10745,94319,74522,30,37
IL,Marshall County,2p4c,892,1090,1400,2094,718,1377,913,8485,10709,13081,16805,25133,8620,16520,10956,101825,74522,30,37
IL,Mason County,1p0c,477,246,936,511,262,0,478,2910,5724,2957,11231,6127,3145,0,5731,34915,63293,82,83
IL,Mason County,1p1c,701,363,995,760,386,566,542,4313,8412,4358,11941,9121,4627,6787,6505,51751,63293,82,83
IL,Mason County,1p2c,701,532,1104,1010,447,972,575,5341,8412,6385,13250,12115,5361,11668,6902,64094,63293,82,83
IL,Mason County,1p3c,872,710,1149,1259,573,1098,688,6349,10464,8518,13793,15109,6878,13170,8251,76183,63293,82,83
IL,Mason County,1p4c,872,869,1174,1509,631,1098,663,6815,10464,10426,14088,18103,7569,13170,7957,81778,63293,82,83
IL,Mason County,2p0c,542,452,1103,1021,360,0,607,4086,6504,5421,13241,12253,4321,0,7287,49027,63293,82,83
IL,Mason County,2p1c,701,562,1215,1271,458,566,723,5496,8412,6747,14584,15248,5493,6787,8682,65952,63293,82,83
IL,Mason County,2p2c,701,712,1258,1520,512,972,734,6410,8412,8545,15096,18242,6144,11668,8810,76917,63293,82,83
IL,Mason County,2p3c,872,869,1281,1770,631,1098,777,7297,10464,10433,15369,21236,7572,13170,9326,87570,63293,82,83
IL,Mason County,2p4c,872,1064,1287,2019,701,1098,734,7775,10464,12767,15447,24230,8418,13170,8804,93300,63293,82,83
IL,Massac County,1p0c,527,236,874,599,276,0,498,3009,6324,2832,10485,7183,3318,0,5970,36112,62665,38,88
IL,Massac County,1p1c,775,348,933,892,407,588,587,4530,9300,4174,11196,10702,4882,7058,7043,54355,62665,38,88
IL,Massac County,1p2c,775,510,1038,1185,465,1011,645,5629,9300,6116,12456,14220,5586,12134,7737,67549,62665,38,88
IL,Massac County,1p3c,970,680,1082,1478,598,1141,792,6741,11640,8159,12981,17739,7174,13696,9506,80895,62665,38,88
IL,Massac County,1p4c,970,832,1104,1771,653,1141,800,7273,11640,9987,13252,21258,7836,13696,9602,87271,62665,38,88
IL,Massac County,2p0c,590,433,1041,1197,371,0,645,4277,7080,5193,12489,14365,4447,0,7745,51320,62665,38,88
IL,Massac County,2p1c,775,539,1149,1490,476,588,787,5803,9300,6463,13783,17884,5712,7058,9438,69638,62665,38,88
IL,Massac County,2p2c,775,682,1190,1784,528,1011,812,6781,9300,8185,14278,21403,6336,12134,9740,81377,62665,38,88
IL,Massac County,2p3c,970,833,1211,2077,653,1141,874,7759,11640,9993,14527,24922,7839,13696,10491,93108,62665,38,88
IL,Massac County,2p4c,970,1019,1215,2370,721,1141,866,8302,11640,12230,14577,28441,8649,13696,10394,99626,62665,38,88
IL,Menard County,1p0c,551,251,948,501,291,0,505,3047,6613,3009,11378,6013,3486,0,6060,36560,93451,17,9
IL,Menard County,1p1c,821,370,1060,766,431,775,659,4881,9851,4434,12714,9194,5176,9297,7911,58578,93451,17,9
IL,Menard County,1p2c,821,541,1129,1031,494,1302,760,6078,9851,6497,13550,12375,5924,15619,9126,72941,93451,17,9
IL,Menard County,1p3c,1030,722,1177,1296,635,1464,944,7268,12354,8667,14128,15556,7617,17565,11324,87211,93451,17,9
IL,Menard County,1p4c,1030,884,1252,1561,693,1464,972,7856,12354,10609,15021,18737,8320,17565,11669,94276,93451,17,9
IL,Menard County,2p0c,654,460,1168,1002,404,0,660,4348,7853,5516,14021,12027,4844,0,7917,52178,93451,17,9
IL,Menard County,2p1c,821,572,1234,1267,505,775,827,6001,9851,6865,14809,15208,6057,9297,9924,72011,93451,17,9
IL,Menard County,2p2c,821,725,1280,1532,560,1302,877,7096,9851,8695,15356,18389,6720,15619,10525,85155,93451,17,9
IL,Menard County,2p3c,1030,885,1358,1797,694,1464,981,8208,12354,10616,16297,21570,8323,17565,11777,98500,93451,17,9
IL,Menard County,2p4c,1030,1083,1367,2063,765,1464,982,8752,12354,12991,16402,24750,9184,17565,11782,105027,93451,17,9
IL,Mercer County,1p0c,445,247,965,451,251,0,459,2819,5345,2967,11575,5413,3012,0,5513,33825,76254,68,33
IL,Mercer County,1p1c,675,364,1028,691,377,734,568,4437,8105,4373,12333,8296,4521,8804,6814,53246,76254,68,33
IL,Mercer County,1p2c,675,534,1140,932,438,1233,634,5585,8105,6407,13676,11179,5258,14790,7603,67019,76254,68,33
IL,Mercer County,1p3c,902,712,1186,1172,585,1386,790,6733,10824,8548,14230,14062,7019,16632,9478,80793,76254,68,33
IL,Mercer County,1p4c,902,872,1211,1412,643,1386,780,7206,10824,10463,14531,16945,7713,16632,9364,86471,76254,68,33
IL,Mercer County,2p0c,539,453,1129,902,360,0,584,3967,6472,5440,13551,10827,4316,0,7003,47609,76254,68,33
IL,Mercer County,2p1c,675,564,1244,1142,449,734,733,5541,8105,6771,14924,13710,5390,8804,8794,66497,76254,68,33
IL,Mercer County,2p2c,675,715,1287,1383,504,1233,766,6562,8105,8575,15447,16592,6044,14790,9192,78745,76254,68,33
IL,Mercer County,2p3c,902,872,1311,1623,643,1386,835,7572,10824,10469,15726,19475,7715,16632,10019,90862,76254,68,33
IL,Mercer County,2p4c,902,1068,1318,1863,714,1386,803,8053,10824,12812,15811,22358,8564,16632,9638,96639,76254,68,33
IL,Monroe County,1p0c,646,284,922,444,337,0,527,3161,7754,3413,11064,5329,4046,0,6322,37929,104011,11,5
IL,Monroe County,1p1c,903,419,1049,681,479,826,694,5051,10839,5031,12585,8170,5750,9909,8327,60611,104011,11,5
IL,Monroe County,1p2c,903,614,1135,918,550,1387,828,6335,10839,7371,13615,11012,6598,16647,9934,76015,104011,11,5
IL,Monroe County,1p3c,1179,819,1199,1154,724,1560,1071,7707,14144,9833,14393,13853,8688,18720,12849,92479,104011,11,5
IL,Monroe County,1p4c,1179,1003,1243,1391,791,1560,1093,8260,14144,12036,14917,16694,9486,18720,13118,99115,104011,11,5
IL,Monroe County,2p0c,704,521,1156,888,444,0,666,4379,8447,6258,13870,10659,5328,0,7992,52554,104011,11,5
IL,Monroe County,2p1c,903,649,1238,1125,562,826,860,6163,10839,7789,14852,13500,6750,9909,10322,73960,104011,11,5
IL,Monroe County,2p2c,903,822,1300,1362,625,1387,924,7323,10839,9864,15597,16341,7502,16647,11089,87878,104011,11,5
IL,Monroe County,2p3c,1179,1004,1341,1598,791,1560,1066,8539,14144,12043,16097,19182,9489,18720,12795,102471,104011,11,5
IL,Monroe County,2p4c,1179,1228,1423,1835,872,1560,1098,9195,14144,14738,17077,22023,10465,18720,13172,110339,104011,11,5
IL,Montgomery County,1p0c,532,228,916,537,275,0,492,2980,6384,2739,10992,6439,3306,0,5900,35759,68616,83,62
IL,Montgomery County,1p1c,700,336,977,799,376,569,539,4296,8400,4037,11726,9588,4506,6832,6465,51553,68616,83,62
IL,Montgomery County,1p2c,700,493,1087,1061,432,979,572,5324,8400,5914,13044,12737,5187,11746,6858,63886,68616,83,62
IL,Montgomery County,1p3c,871,658,1134,1324,554,1105,682,6326,10452,7890,13604,15886,6646,13258,8181,75917,68616,83,62
IL,Montgomery County,1p4c,871,805,1160,1586,607,1105,655,6789,10452,9658,13915,19035,7287,13258,7864,81469,68616,83,62
IL,Montgomery County,2p0c,567,418,1087,1073,357,0,613,4116,6804,5022,13040,12877,4285,0,7358,49386,68616,83,62
IL,Montgomery County,2p1c,700,521,1199,1336,442,569,722,5490,8400,6250,14392,16027,5308,6832,8666,65875,68616,83,62
IL,Montgomery County,2p2c,700,660,1243,1598,493,979,733,6406,8400,7915,14921,19176,5912,11746,8800,76869,68616,83,62
IL,Montgomery County,2p3c,871,805,1268,1860,607,1105,776,7293,10452,9664,15211,22325,7289,13258,9314,87512,68616,83,62
IL,Montgomery County,2p4c,871,986,1275,2123,673,1105,731,7763,10452,11826,15303,25474,8072,13258,8767,93153,68616,83,62
IL,Morgan County,1p0c,476,227,873,511,255,0,455,2795,5712,2718,10475,6127,3055,0,5456,33543,64632,98,77
IL,Morgan County,1p1c,721,334,929,760,382,580,525,4231,8652,4006,11152,9121,4587,6957,6301,50775,64632,98,77
IL,Morgan County,1p2c,721,489,1033,1010,438,997,554,5242,8652,5870,12392,12115,5262,11960,6650,62900,64632,98,77
IL,Morgan County,1p3c,930,653,1076,1259,573,1125,671,6287,11160,7830,12908,15109,6881,13499,8056,75443,64632,98,77
IL,Morgan County,1p4c,930,799,1098,1509,626,1125,635,6721,11160,9585,13171,18103,7517,13499,7617,80652,64632,98,77
IL,Morgan County,2p0c,547,415,1043,1021,349,0,581,3957,6564,4984,12518,12253,4184,0,6977,47481,64632,98,77
IL,Morgan County,2p1c,721,517,1150,1271,449,580,701,5387,8652,6202,13794,15248,5382,6957,8413,64649,64632,98,77
IL,Morgan County,2p2c,721,655,1190,1520,498,997,709,6289,8652,7855,14276,18242,5981,11960,8507,75473,64632,98,77
IL,Morgan County,2p3c,930,799,1210,1770,627,1125,761,7221,11160,9591,14519,21236,7519,13499,9133,86656,64632,98,77
IL,Morgan County,2p4c,930,978,1214,2019,691,1125,709,7666,11160,11737,14567,24230,8296,13499,8503,91992,64632,98,77
IL,Moultrie County,1p0c,519,239,927,511,275,0,487,2956,6228,2864,11122,6127,3294,0,5843,35477,73574,88,38
IL,Moultrie County,1p1c,700,352,985,760,381,583,540,4300,8400,4220,11818,9121,4573,6994,6474,51599,73574,88,38
IL,Moultrie County,1p2c,700,515,1093,1010,440,1002,574,5333,8400,6183,13112,12115,5284,12024,6882,64000,73574,88,38
IL,Moultrie County,1p3c,1002,687,1137,1259,612,1131,748,6577,12024,8249,13646,15109,7346,13571,8977,78922,73574,88,38
IL,Moultrie County,1p4c,1002,841,1161,1509,668,1131,732,7044,12024,10097,13933,18103,8015,13571,8783,84527,73574,88,38
IL,Moultrie County,2p0c,566,437,1093,1021,364,0,608,4089,6792,5250,13117,12253,4363,0,7295,49071,73574,88,38
IL,Moultrie County,2p1c,700,544,1204,1271,451,583,718,5471,8400,6534,14444,15248,5411,6994,8620,65650,73574,88,38
IL,Moultrie County,2p2c,700,690,1246,1520,504,1002,730,6391,8400,8275,14949,18242,6042,12024,8763,76694,73574,88,38
IL,Moultrie County,2p3c,1002,842,1268,1770,668,1131,820,7501,12024,10103,15215,21236,8018,13571,9840,90007,73574,88,38
IL,Moultrie County,2p4c,1002,1030,1274,2019,736,1131,784,7976,12024,12364,15285,24230,8837,13571,9407,95718,73574,88,38
IL,Ogle County,1p0c,543,241,927,483,284,0,489,2967,6516,2895,11126,5791,3410,0,5869,35607,76972,71,30
IL,Ogle County,1p1c,798,356,1035,718,418,597,581,4502,9576,4266,12415,8618,5016,7160,6975,54026,76972,71,30
IL,Ogle County,1p2c,798,521,1103,954,478,1026,609,5489,9576,6250,13236,11445,5735,12310,7311,65862,76972,71,30
IL,Ogle County,1p3c,1019,695,1151,1189,621,1158,750,6582,12228,8338,13808,14272,7452,13894,8995,78987,76972,71,30
IL,Ogle County,1p4c,1019,851,1177,1425,677,1158,730,7037,12228,10207,14126,17099,8129,13894,8757,84440,76972,71,30
IL,Ogle County,2p0c,606,442,1147,965,380,0,623,4163,7272,5307,13769,11581,4558,0,7473,49960,76972,71,30
IL,Ogle County,2p1c,798,550,1212,1201,489,597,743,5589,9576,6605,14541,14409,5863,7160,8910,67064,76972,71,30
IL,Ogle County,2p2c,798,697,1257,1436,542,1026,755,6511,9576,8365,15080,17236,6501,12310,9063,78130,76972,71,30
IL,Ogle County,2p3c,1019,851,1281,1672,678,1158,814,7473,12228,10213,15375,20063,8131,13894,9770,89674,76972,71,30
IL,Ogle County,2p4c,1019,1042,1342,1908,747,1158,791,8006,12228,12498,16106,22890,8959,13894,9495,96071,76972,71,30
IL,Peoria County,1p0c,651,255,796,509,328,0,504,3044,7812,3061,9553,6109,3940,0,6053,36529,75040,15,36
IL,Peoria County,1p1c,885,376,903,778,457,805,655,4858,10623,4511,10837,9338,5483,9656,7854,58301,75040,15,36
IL,Peoria County,1p2c,885,551,985,1047,520,1352,768,6108,10623,6609,11815,12567,6244,16222,9219,73297,75040,15,36
IL,Peoria County,1p3c,1143,735,1047,1316,680,1520,992,7434,13718,8817,12568,15795,8165,18242,11904,89209,75040,15,36
IL,Peoria County,1p4c,1143,899,1090,1585,740,1520,1012,7990,13718,10792,13075,19024,8881,18242,12142,95874,75040,15,36
IL,Peoria County,2p0c,696,468,1027,1018,422,0,645,4277,8357,5611,12329,12219,5061,0,7746,51323,75040,15,36
IL,Peoria County,2p1c,885,582,1106,1287,532,805,833,6029,10623,6984,13269,15447,6379,9656,9994,72351,75040,15,36
IL,Peoria County,2p2c,885,737,1166,1556,588,1352,894,7179,10623,8845,13994,18676,7054,16222,10730,86143,75040,15,36
IL,Peoria County,2p3c,1143,900,1207,1825,740,1520,1019,8354,13718,10799,14481,21905,8883,18242,12224,100252,75040,15,36
IL,Peoria County,2p4c,1143,1101,1282,2094,813,1520,1047,9001,13718,13215,15385,25133,9759,18242,12560,108012,75040,15,36
IL,Perry County,1p0c,476,253,897,599,264,0,492,2982,5712,3040,10769,7183,3171,0,5903,35778,66306,41,71
IL,Perry County,1p1c,700,373,960,892,389,582,575,4470,8400,4480,11519,10702,4667,6978,6896,53642,66306,41,71
IL,Perry County,1p2c,700,547,1068,1185,452,1000,634,5585,8400,6564,12817,14220,5422,11997,7604,67024,66306,41,71
IL,Perry County,1p3c,1002,730,1113,1478,627,1128,843,6922,12024,8757,13360,17739,7530,13541,10111,83061,66306,41,71
IL,Perry County,1p4c,1002,893,1137,1771,687,1128,862,7481,12024,10719,13648,21258,8241,13541,10345,89775,66306,41,71
IL,Perry County,2p0c,589,464,1063,1197,382,0,661,4357,7068,5573,12754,14365,4580,0,7937,52278,66306,41,71
IL,Perry County,2p1c,700,578,1174,1490,463,582,779,5765,8400,6936,14082,17884,5557,6978,9345,69183,66306,41,71
IL,Perry County,2p2c,700,732,1216,1784,519,1000,807,6757,8400,8785,14594,21403,6227,11997,9680,81085,66306,41,71
IL,Perry County,2p3c,1002,894,1238,2077,687,1128,913,7940,12024,10726,14861,24922,8243,13541,10961,95276,66306,41,71
IL,Perry County,2p4c,1002,1094,1244,2370,759,1128,922,8519,12024,13125,14928,28441,9113,13541,11060,102232,66306,41,71
IL,Piatt County,1p0c,715,255,956,496,352,0,562,3336,8583,3061,11475,5953,4219,0,6741,40032,84909,12,14
IL,Piatt County,1p1c,846,376,1071,759,443,791,676,4961,10150,4511,12856,9104,5312,9492,8106,59531,84909,12,14
IL,Piatt County,1p2c,846,551,1145,1021,506,1329,789,6186,10150,6609,13735,12256,6072,15946,9463,74231,84909,12,14
IL,Piatt County,1p3c,1080,735,1197,1284,657,1494,994,7441,12956,8817,14361,15407,7889,17932,11927,89289,84909,12,14
IL,Piatt County,1p4c,1080,899,1228,1546,717,1494,1006,7971,12956,10792,14732,18558,8605,17932,12075,95650,84909,12,14
IL,Piatt County,2p0c,720,468,1180,992,430,0,685,4476,8641,5611,14158,11907,5164,0,8225,53706,84909,12,14
IL,Piatt County,2p1c,846,582,1249,1255,517,791,844,6084,10150,6984,14987,15058,6208,9492,10127,73006,84909,12,14
IL,Piatt County,2p2c,846,737,1298,1517,574,1329,899,7200,10150,8845,15580,18209,6883,15946,10782,86394,84909,12,14
IL,Piatt County,2p3c,1080,900,1327,1780,717,1494,1006,8305,12956,10799,15928,21360,8607,17932,12071,99654,84909,12,14
IL,Piatt County,2p4c,1080,1101,1340,2043,790,1494,1009,8857,12956,13215,16079,24511,9483,17932,12109,106285,84909,12,14
IL,Pike County,1p0c,528,239,955,511,278,0,497,3008,6336,2874,11457,6127,3337,0,5967,36098,64212,89,78
IL,Pike County,1p1c,700,353,1014,760,382,565,543,4317,8400,4235,12170,9121,4578,6783,6517,51804,64212,89,78
IL,Pike County,1p2c,700,517,1123,1010,441,972,574,5337,8400,6206,13479,12115,5292,11662,6892,64045,64212,89,78
IL,Pike County,1p3c,871,690,1167,1259,566,1097,683,6333,10452,8279,14004,15109,6787,13163,8201,75995,64212,89,78
IL,Pike County,1p4c,871,844,1190,1509,622,1097,655,6788,10452,10134,14282,18103,7459,13163,7858,81451,64212,89,78
IL,Pike County,2p0c,531,439,1117,1021,351,0,603,4063,6372,5269,13409,12253,4218,0,7232,48752,64212,89,78
IL,Pike County,2p1c,700,546,1229,1271,452,565,721,5484,8400,6558,14748,15248,5420,6783,8652,65808,64212,89,78
IL,Pike County,2p2c,700,692,1270,1520,504,972,730,6388,8400,8305,15243,18242,6053,11662,8756,76661,64212,89,78
IL,Pike County,2p3c,871,845,1292,1770,622,1097,771,7267,10452,10140,15499,21236,7461,13163,9248,87199,64212,89,78
IL,Pike County,2p4c,871,1034,1297,2019,690,1097,723,7731,10452,12409,15561,24230,8283,13163,8672,92770,64212,89,78
IL,Pope County,1p0c,476,234,993,599,257,0,509,3069,5712,2812,11919,7183,3088,0,6113,36827,65949,43,72
IL,Pope County,1p1c,700,345,1064,892,379,572,589,4541,8400,4144,12767,10702,4545,6859,7070,54487,65949,43,72
IL,Pope County,1p2c,700,506,1180,1185,437,983,647,5637,8400,6071,14159,14220,5243,11792,7762,67648,65949,43,72
IL,Pope County,1p3c,907,675,1226,1478,573,1109,799,6768,10884,8099,14718,17739,6878,13310,9594,81222,65949,43,72
IL,Pope County,1p4c,907,826,1251,1771,628,1109,809,7302,10884,9914,15013,21258,7536,13310,9706,87621,65949,43,72
IL,Pope County,2p0c,614,430,1142,1197,378,0,678,4438,7368,5155,13699,14365,4537,0,8134,53259,65949,43,72
IL,Pope County,2p1c,700,535,1258,1490,447,572,783,5785,8400,6416,15099,17884,5368,6859,9394,69420,65949,43,72
IL,Pope County,2p2c,700,677,1302,1784,499,983,805,6749,8400,8125,15624,21403,5988,11792,9660,80992,65949,43,72
IL,Pope County,2p3c,907,827,1325,2077,628,1109,871,7743,10884,9920,15895,24922,7538,13310,10452,92921,65949,43,72
IL,Pope County,2p4c,907,1012,1331,2370,695,1109,862,8286,10884,12140,15969,28441,8342,13310,10344,99429,65949,43,72
IL,Pulaski County,1p0c,600,240,927,599,304,0,536,3206,7200,2884,11118,7183,3654,0,6430,38469,48830,44,101
IL,Pulaski County,1p1c,700,354,989,892,382,594,579,4490,8400,4251,11867,10702,4584,7129,6944,53876,48830,44,101
IL,Pulaski County,1p2c,700,519,1097,1185,442,1021,638,5602,8400,6228,13164,14220,5300,12256,7654,67223,48830,44,101
IL,Pulaski County,1p3c,1002,692,1141,1478,614,1153,843,6923,12024,8308,13690,17739,7367,13834,10116,83079,48830,44,101
IL,Pulaski County,1p4c,1002,848,1164,1771,670,1153,857,7465,12024,10170,13964,21258,8042,13834,10286,89578,48830,44,101
IL,Pulaski County,2p0c,614,441,1085,1197,382,0,667,4386,7368,5288,13017,14365,4586,0,8008,52631,48830,44,101
